,Chat_msg,sentiment,sent
22527, ,0,
22528,hahah  ,0,
22529,yes sir,0,
22530,if you need any coc account tell i can gift you,0,
22531,so im gonna need u to call me sir from now,0,
22532,nice,1,
22533,haha  ,0,
22534,you are  years older than me,0,
22535,im ,0,
22536,but still on and off for yearssss,0,
22537,what is your age,0,
22538,taken plenty of breaks,0,
22539, ,0,
22540,yea ive been playing everquest since   ,0,
22541,i am playing from  it s damm difficult,-1,
22542,oh wow hardcore lol,1,
22543,i still play i have  all maxed out and level  clan,0,
22544,i have played clash before but not currently,0,
22545,welcome everyone,1,
22546,do you play coc ,0,
22547,play a ton of stuffbut tonight it was everquest,0,
22548,hello,0,
22549,yo,0,
22550,what game you play,0,
22551,awesome just got done gamingdoing a little web  research now,1,
22552,how is your weekend going,0,
22553,definitely,0,
22554,cant go wrong in bohemia  ,0,
22555,good sir  enjoying here,1,
22556,how u doin pumpkin boo bear,0,
22557,gm,0,
22558,just talking with new comers  ,0,
22559,oh thats nice,1,
22560,what uppppppp dj,0,
22561,hello sir,0,
22562,not really just one from school  ,0,
22563,little woopwoop circle just outside of town,0,
22564, ,0,
22565,we hanging out at the gates tonight,0,
22566,the lower one is sisig left is like a deep friend pork leg and calamari is on the right,0,
22567,haha you met any indians irl,0,
22568,oh damn hahaha,0,
22569,good morning,1,
22570,good morning,1,
22571,gm,0,
22572,looking delicious what these called,1,
22573,they both came to visit one is my friends gf and another was my ex lol,0,
22574,oh here,0,
22576,i will mint fabulosa just waiting for wl,0,
22577,they travelled there or staying in india,0,
22578,yo,0,
22579,ah of course india and cricket haha,0,
22580,looks like i just bough a bohemia yesterday at the bottom lmao,0,
22581,no not always today is sunday and i just came from stadium  cricket so i am feeling hungry,-1,
22582,i really like the art,1,
22584,yes but i eat  times a day,0,
22585,both of them came to india lol,0,
22586,met actually  of them,0,
22587,thx but you haven t sent me pics yesterday,-1,
22588,yeah,0,
22589,lunch in  mins thats too early man,-1,
22590,have a good lunch fam,1,
22591,just came from stadium,0,
22592,how you met them,0,
22593,good morning,1,
22594,i am going to have in around  mins,0,
22595,well a few real life and a lot online,0,
22596,just had my lunch and u,0,
22598,wtf really online friends or real life friends,0,
22599,badhiya bhai,0,
22600,oh nice i am from bhubaneswar,1,
22601,yes bro from new delhi and you ,0,
22602,oh you also from india,0,
22603,how are you today,0,
22604,guess what i have plenty of friends from ph as well,1,
22605,yes india   ,0,
22606,gm fma,0,
22607,im from philippines,0,
22608,damnn ive been seeing more and more fam from india  ,0,
22609,good morning guys,1,
22610,haha see matching minds,1,
22611,i am from india and you,0,
22612,relatively early,0,
22613,hahahah its not that bad where u from seems like were a bit close to each other,1,
22615, am lol dont judge,0,
22616,damnn what time is it over yours,0,
22617,hope i win it,1,
22618,not much fam just woke up still drowsy lol,0,
22619,whats up fam,0,
22620,hello hello how is it going fam,0,
22622,hi thanks for the info,1,
22623,fabulosa   and  here,0,
22624,welcome everyone,1,
22625,yo,0,
22626,hi fam,0,
22627,wait for it fam hopefully the team can set it up for you asap,1,
22629,ok i created the ticket ty,0,
22630,gm  ,0,
22631,morning people,1,
22634,the team will try to make the process faster,0,
22635,oh,0,
22636, state your case and attach the guru master id number in your ticket  ,0,
22637,it can take time to be recognized,0,
22638,i mean around  hours ago,0,
22639,yesterday,0,
22640,or  deciphered ,0,
22641,and when was your guru letter minted,0,
22642,yes,0,
22643,do you have  woop  enough sol for gas,0,
22644,but its in my wallet,0,
22645,but for some reason its not finding my guru letter,-1,
22646,im trying to send my boho to the retreat,0,
22647,what s going on broho,0,
22648,can you help me with something,0,
22650,    ,0,
22651,congrats on the role,1,
22654,soo,0,
22655,hey fam,0,
22656,l,0,
22657,unfortunately the cutoff has since passed but there will be opportunities to win a talisman as a nonguru boho holder,0,
22658,hello there frens,0,
22659,w,0,
22660, ,0,
22661,gm,0,
22662,gm everyone,0,
22663,gm,0,
22664,gm,0,
22665,gm,0,
22666,gm,0,
22667,have a fab sunday u all,1,
22668,how s it going fam,0,
22670,whats up,0,
22672,yoooo,0,
22674,supppp,0,
22675,indeed if you see the things that they working to deliver quite a lot of stuff,0,
22676,i believe they are reasonable team,1,
22677, ,0,
22678,let s do that then appeal to team,0,
22679,yeah regardless you need to guru master it first,0,
22680,but as far as i know it is missed the cutoff,0,
22681,im still considering to buy cause it will increase the amount of woop i farm,0,
22682,i think you can raise it to team i am not sure how it will be,0,
22683,all good thanks,1,
22685,oh so im  days too late,-1,
22686,ah based on the announcement you are not likely to make the deadline coz retreat is  days and the snapshot is  july,0,
22687,this work team never rests they always answer all questions i think we must have patience and trust in the project this is our future,1,
22688,feelin fabulous,1,
22689,im basically asking bc i dont have enough woop to send my boho to a retreat im considering to buy some,0,
22690,bobohemia,0,
22691,hi,0,
22692,oh ty it was my  try,1,
22693,congrats on your guru message btw,1,
22694,just do it first no mods around to answer this one,0,
22695,finally got a guru letter,1,
22696,hmmm if i start my ayuasca retreat today i still have time to get a fabulosa wl,0,
22697,hello,0,
22698,yo,0,
22699,kindly wait for it  assigning of roles is over the weekends thank you,1,
22700,still missing wl spot from okay bears,0,
22701,hi,0,
22702,welcome everyone,1,
22703,hii,0,
22704,gm fam,0,
22705,hi,0,
22707,woopwoop,-1,
22708,love,1,
22709, ,0,
22711,hi,0,
22712,hello,0,
22716, ,0,
22718,gm everyone,0,
22719,good morning,1,
22720,hey,0,
22721,hello,0,
22722, percent it was a nice fight til the eyepoke,1,
22724,that was an unfortunate ending,-1,
22725,ayoo guys,1,
22726,how we know if the raffle is done from our projects,0,
22727, ,0,
22728,test,0,
22729,gn fox fam,0,
22730,meeee,0,
22731,gm,0,
22732,gn fam,0,
22733,anybody watching the o malley fight,0,
22734,good day all,1,
22735,hey fam basically  july be the snapshot for guru masters then they would airdrop the talisman for  july mint mint should be in sol i believe,0,
22736, ,0,
22737,hi gn,0,
22738,gm,0,
22739,gm  ,0,
22740,gm gif man,0,
22741,gm,0,
22742,im back,1,
22743,heyy,0,
22744,fabulosa    here,0,
22745,gm everyone,0,
22746,yo,0,
22747,hi,0,
22748,hey,0,
22749,enjoy a wl raffle exclusive for bohemia holders  spots one public and another for boho profiles with pfp on twitter  ,1,
22750,gang gang,0,
22752,no,0,
22753,gm,0,
22754,can someone explain me how gonna works  july fabulosa mint i passed some days away from discord,0,
22755,gn,0,
22756,ayo,0,
22759,wassup guys,0,
22760,hi,0,
22761,welcome all to bohemia,1,
22762,gn,0,
22764,gm,0,
22765,thanks    ,0,
22766,gm,0,
22767,hey how are youuu,0,
22768,here too,0,
22769,gm dude,0,
22770,hi,0,
22771,beautiful saturday here,1,
22772,gm,0,
22773,hi how are you ,0,
22774,alright,0,
22775,thank you   ,1,
22776,hi,0,
22777,go check out  and   for fabulosa,0,
22778,welcome to bohemia,1,
22779,hey how are u,0,
22782,hello guys gn,0,
22783,yo,0,
22784,okay thanks   ,1,
22785, you minted,0,
22786,yeah dev ruged as everyone knows and zabra is streaming something trying to explain in the voice,0,
22787,gn,0,
22788,hii,0,
22789,damn real shit,-1,
22790,    killer cowboys rugged in case anyone minted   ,-1,
22791,hello,0,
22792,hello,0,
22793,hey,0,
22794,it is a very good project and loved by the community its art is original and very outgoing that is what makes it a good project,1,
22795,fabulosa   and  here,0,
22796,heyyo,0,
22797,how is this project ,0,
22798,hey,0,
22799,your welcome mate,1,
22800,okay thanks,1,
22801, and ,0,
22802,how to get wl here ,0,
22803,gm,0,
22804,hello,0,
22805,gm,0,
22806,heyoo,0,
22809,gn,0,
22810,have a good day  ,1,
22811,welcome everyone,1,
22812,gn guys,0,
22813,hello,0,
22814,how s everyone s saturdaysunday going,0,
22815,hello,0,
22816,wass good,1,
22818,quiet here,0,
22819,yo,0,
22820,hey,0,
22821, ,0,
22822,there is nobody here,0,
22823,sup,0,
22824,gm,0,
22825,gm,0,
22826,hi,0,
22827,gm,0,
22828,gm,0,
22829,hey,0,
22830,yaaaaaaaaaaas,0,
22832,oooh i got it,1,
22833,hey,0,
22835,woopwoop,-1,
22836,oh ok sir thanks,1,
22837,spam i got rid of it,0,
22838,wtf,-1,
22840,thx tou sir,0,
22842,goodluck fam,1,
22843,welcome fam,1,
22844,hey,0,
22845,hey,0,
22847,gm,0,
22848,gm,0,
22849,so happy i bought the boho dip  any papers looking to sell a boho for  sol,1,
22851,lfg,0,
22853,gm sir,0,
22855,gm,0,
22856,ill do that sir have a great day,1,
22857,continue doing good job fam  ,1,
22858,gm,0,
22859,gm,0,
22860,yes i see i am very active sir xd,1,
22861,thanks and you too,1,
22862,have a good weekend fam,1,
22863,yes theres a chance  ,1,
22865,cool and calm,1,
22866,that if you can get wl being active and collaborative,1,
22867,my best investment,1,
22868,im doing good   and u,1,
22869,what u mean,0,
22870,hw are you doing,0,
22871, so if its true,0,
22872,good day fam,1,
22873,oh ok sir,0,
22874,gm,0,
22875,good day sir,1,
22876,boss,0,
22878,churchdao,0,
22879,check some info here   ,0,
22880,happy sunday and it s also coffee time for me,1,
22881,but wl for what,0,
22882,its a doubt bro,0,
22883,for what,0,
22884,if i am active in the community they give me wl,0,
22885,whats your q,0,
22886,gn,0,
22887,oh nice sir im a little tired but ok i have a question,0,
22888,gn,0,
22889,just woke up fam gonna have my coffee and head out in a bit   and you,0,
22890,gm sir how are you,0,
22891,welcome everyone gm gm gm,1,
22892,welcome,1,
22893,guys,0,
22894,hi from culture dao,0,
22895,yo,0,
22898,gn,0,
22899,hi,0,
22901,absolutely blown away by all of the talent in  first time i ve ever heard any street sing,1,
22902,hehehe brujaaaaa   ,1,
22903,hii,0,
22904,sup,0,
22905,  ,0,
22906,hi,0,
22907,gm,0,
22908,hello welcome   ,1,
22909,hi from neo hunters  ,0,
22910,hi guys,0,
22911,hello there,0,
22912,good luck buddy   ,1,
22913,hope you can get one   ,1,
22914,hi,0,
22915,thank you   ,1,
22916,yes thats the only way you get guaranteed wl,1,
22917,thank you the response really appreciate it so the best thing to do is to get a guru from the floor,1,
22918,some are done some in progress,0,
22919,raffles done,0,
22920,hey there unfortunately you wont have time tomake him a guru because this takes  days and snapshot is on  july,-1,
22921,as they said snapshot will be taken  week before the mint so its normally  july,0,
22922,alright appreciate your response but how do we know if the snapshot is taken or not,0,
22923,but not sure if snapshot had been taken,0,
22924,better to buy guru immediately,0,
22925,love the sneek peeks,1,
22926,gm,0,
22927,gm all,0,
22928,gm everyone,0,
22929,gm,0,
22930,just wanted to check if i can still get a bohemia from the floor and make him a guru in time for the fabulosa mint thanks in advance,0,
22931,hi fam hope everyone is well and good,1,
22932,yo guys wtsup,0,
22933,  ,0,
22934,yo,0,
22935, ,0,
22936,you dont need to open tickets its all good we will assign roles soon,1,
22937,dear mods i won from a collab a while ago just wondering is it usually dtc or do we need to open ticket thanks  ,0,
22938,yoo,0,
22939,yo,0,
22940,hello how are you,0,
22941,thanks man,1,
22942,good luck buddy,1,
22943,i will check it,0,
22944,im here to get collab hopefully,1,
22945,i have a project check it if you want in my bio,0,
22946,me too,0,
22947,nice to meet you fam,1,
22948,yeah,0,
22949,your have an arabic name,0,
22950,thats why i asked,0,
22951,morocco,0,
22952,lebanon and you,0,
22953,where are you from btw ,0,
22954,ah okay,0,
22955,no i want to make a collab,0,
22956,you won a wl,1,
22957,just waiting for someone to answer my ticket,0,
22958,great,1,
22959,yep the second collection will mint soon  july,0,
22960,hey gys,0,
22961,gm its night here,0,
22962,is there a mint soon,0,
22963,hello,0,
22964,gm,0,
22965,hello guys,0,
22966,hello,0,
22967,hello,0,
22968,hello guys,0,
22969,hello,0,
22970,h,0,
22971,heyoo,0,
22972,gg,0,
22973,gn,0,
22974,hi,0,
22975,twitter giveaway is up ,1,
22976,hey  ,0,
22977,hi mate,0,
22978,hello mate,0,
22979,hello dude,0,
22980,hello,0,
22982,hii all,0,
22983, hey sir,0,
22984,sol,0,
22985,or woop,0,
22986,is mint with sol,0,
22987,good and you,1,
22988,hry,0,
22989,hey,0,
22990,supp,0,
22991,hey fam,0,
22993,howdey everyone,0,
22994,hii,0,
22995,no  ,0,
22996,so is there a new role on me  ,0,
22997,hi,0,
22998, take care of them in the whale chat was a pleasure  ,1,
22999,   ,0,
23000,hii,0,
23001,hi welcome,1,
23002,yeah for some of them the waiting time is pretty long unfortunately,-1,
23003,working on my forth guru master,0,
23004,hii,0,
23005,but am i wrong it shouldnt take that long fo thet master guru letter to show up its noit the first guru i made but definitely hte longest i have waited,0,
23006,see you opened a ticket,0,
23007,we can look into and make it right fam were not in the business of fucking people over,-1,
23008,mint time june    pm utc,0,
23009, ,0,
23011,please  and lets see what we can doo  ,0,
23012,when did you get the guru letter ,0,
23013,i dont get iti buy a bunch of bottles have them deciphered and finally get a master guru letter so i can send my bohemian on retreat to become a master before the deadine so i can be airdropped a fabulosa but its been  days and still my guru letter isnt recognized at the retreatjust not fair,-1,
23015,you too bro,0,
23016,please check  and ,0,
23017,welcome guys,1,
23018,welcome everyone,1,
23019,have a nice day,1,
23020,hi welcome,1,
23021,hello,0,
23022,hi from coolcat,0,
23023,hello,0,
23024,hello,0,
23025,hello,0,
23026,gm,0,
23027,hey welcome,1,
23028,morning,0,
23029,hi from metararity alphas group,0,
23030,welcome ,1,
23031,i just wanna get wl here,0,
23032,nothing much mate,0,
23033,hii,0,
23034,hey bro,0,
23035,yoo,0,
23036,welcome broho    ,1,
23037,hello,0,
23038,hi,0,
23039,wassup,0,
23040,whats good,1,
23041,hello,0,
23042,yoyo,0,
23043,go on in to holders  area ,0,
23044,hello fams,0,
23045,people are more open minded on the west coast,1,
23046,or desire,0,
23047,im from the midwest and no one here has the ability or balls to do it,-1,
23048,hi,0,
23050,oh god that sounds like a nightmare,-1,
23052,im sorry but i probably would unexist myself  ,-1,
23053,imagine doing aya with mgk and megan fox,0,
23054,gn,0,
23055,im back guys,1,
23056,sol,0,
23057,will the mint price will be with woop or solana,0,
23058,gn guys see you all tomorrow,1,
23059,brb shower,0,
23060,if the  was in america,0,
23061, ,0,
23062,but that would be regulated,0,
23063,i live in la every gdamn celebrity here is taking aya and talking about their experience,0,
23064,cheaper too,0,
23065,have a couple guides,0,
23066,maybe cactus from arizona would be more reasonable,0,
23067,of course aya has to be done in company of a shaman,0,
23068,like its dangerous,-1,
23069,i mean it would have to be facilitated really well lol,1,
23070,haha ,1,
23071,thats legit good advice,1,
23072,i just didnt want mod to get pissed,-1,
23073,of course,0,
23074,not about the aya,0,
23075,hahahah,0,
23076,hilarious,0,
23077,bro im trollllllllling,-1,
23078,will the mint price will be with woop or solana,0,
23079,hahahaha now that would be irl utlity,0,
23080,it means talisman will be airdropped to you a week before mint,0,
23081,perfectly legal as well,1,
23082,when you upgraded to guru master,0,
